year,title,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,rated,response,language,country,writer,metascore,imdb_rating,director,released_day,released_month,released,actors,genre,awards,runtime,type,imdb_votes,released_year,Budget,Domestic,International
2002,Spider-Man,139000000,403706375.0,821565375.0,2002FAIL,180029911,522872106.0,1064074398.0,PG-13,True,English,USA,"Stan Lee (Marvel comic book), Steve Ditko (Marvel comic book), David Koepp (screenplay)",73.0,7.3,Sam Raimi,3,May,2002-05-03,"Tobey Maguire, Willem Dafoe, Kirsten Dunst, James Franco",Action,Nominated for 2 Oscars. Another 12 wins & 44 nominations.,121 min,movie,"3,89,481",2002,139,403,821
2002,Spirit: Stallion of the Cimarron,80000000,73215310.0,106515310.0,2002FAIL,103614337,94826948.0,137956416.0,G,True,English,USA,John Fusco (screenplay),52.0,6.9,"Kelly Asbury, Lorna Cook",24,May,2002-05-24,"Matt Damon, James Cromwell, Daniel Studi, Chopper Bernet",Animation,Nominated for 1 Oscar. Another 8 wins & 15 nominations.,83 min,movie,"29,121",2002,80,73,106
2002,Spun,4500000,410241.0,1022649.0,2002PASS,5828306,531336.0,1324514.0,R,True,English,USA,"Will De Los Santos (screenplay), Creighton Vero (screenplay)",41.0,6.8,Jonas Åkerlund,7,February,2003-02-07,"Jason Schwartzman, Mickey Rourke, Brittany Murphy, John Leguizamo",Comedy,2 nominations.,101 min,movie,"28,384",2003,4,0,1
2002,Spy Kids 2: Island of Lost Dreams,38000000,85846296.0,119721296.0,2002PASS,49216810,111186338.0,155060534.0,PG,True,English,USA,Robert Rodriguez,66.0,5.0,Robert Rodriguez,7,August,2002-08-07,"Antonio Banderas, Carla Gugino, Alexa PenaVega, Daryl Sabara",Action,3 wins & 3 nominations.,100 min,movie,"33,706",2002,38,85,119
2002,Star Trek: Nemesis,60000000,43254409.0,67312826.0,2002FAIL,77710753,56022212.0,87182173.0,PG-13,True,English,USA,"Gene Roddenberry (television series Star Trek), John Logan (story), Rick Berman (story), Brent Spiner (story), John Logan (screenplay)",51.0,6.4,Stuart Baird,13,December,2002-12-13,"Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton",Action,1 win & 4 nominations.,116 min,movie,"46,758",2002,60,43,67
2002,Star Wars: Episode II - Attack of the Clones,115000000,310676740.0,656695615.0,2002FAIL,148945610,402382056.0,850538512.0,PG,True,English,USA,"George Lucas (story), George Lucas (screenplay), Jonathan Hales (screenplay)",53.0,6.8,George Lucas,16,May,2002-05-16,"Ewan McGregor, Natalie Portman, Hayden Christensen, Christopher Lee",Action,Nominated for 1 Oscar. Another 11 wins & 41 nominations.,142 min,movie,"3,23,973",2002,115,310,656
2002,The Adventures of Pluto Nash,100000000,4411102.0,7094995.0,2002FAIL,129517922,5713168.0,9189290.0,PG-13,True,English,USA,Neil Cuthbert,12.0,3.7,Ron Underwood,16,August,2002-08-16,"Eddie Murphy, Randy Quaid, Rosario Dawson, Joe Pantoliano",Comedy,1 win & 6 nominations.,95 min,movie,"17,218",2002,100,4,7
2002,The Banger Sisters,10000000,30306281.0,38067218.0,2002PASS,12951792,39252065.0,49303870.0,R,True,English,USA,Bob Dolman,48.0,5.6,Bob Dolman,20,September,2002-09-20,"Goldie Hawn, Susan Sarandon, Geoffrey Rush, Erika Christensen",Comedy,Nominated for 1 Golden Globe. Another 1 win.,98 min,movie,"10,867",2002,10,30,38
2002,The Bourne Identity,60000000,121468960.0,213300000.0,2002FAIL,77710753,157324072.0,276261727.0,PG-13,True,"English, French, German, Dutch, Italian",USA,"Tony Gilroy (screenplay), W. Blake Herron (screenplay), Robert Ludlum (novel)",68.0,7.9,Doug Liman,14,June,2002-06-14,"Matt Damon, Franka Potente, Chris Cooper, Clive Owen",Action,3 wins & 4 nominations.,119 min,movie,"2,99,565",2002,60,121,213
2002,The Dangerous Lives of Altar Boys,12000000,1779284.0,1779284.0,2002FAIL,15542151,2304492.0,2304492.0,R,True,English,USA,"Chris Fuhrman (book), Jeff Stockwell (screenplay), Michael Petroni (screenplay)",69.0,7.1,Peter Care,17,May,2002-05-17,"Emile Hirsch, Kieran Culkin, Vincent D'Onofrio, Jena Malone",Comedy,2 wins.,104 min,movie,"11,026",2002,12,1,1
2002,The Good Girl,8000000,14018296.0,16856124.0,2002PASS,10361434,18156206.0,21831701.0,R,True,English,USA,Mike White,71.0,6.5,Miguel Arteta,27,February,2003-02-27,"Jennifer Aniston, Deborah Rush, Mike White, John Carroll Lynch",Comedy,6 wins & 15 nominations.,93 min,movie,"32,840",2003,8,14,16
2002,The Hours,25000000,41675994.0,97030468.0,2002PASS,32379480,53977881.0,125671845.0,PG-13,True,English,USA,"Michael Cunningham (novel), David Hare (screenplay)",81.0,7.6,Stephen Daldry,24,January,2003-01-24,"Meryl Streep, Julianne Moore, Nicole Kidman, Ed Harris",Drama,Won 1 Oscar. Another 38 wins & 71 nominations.,114 min,movie,"83,632",2003,25,41,97
2002,The Importance of Being Earnest,15000000,8378141.0,8378141.0,2002PASS,19427688,10851194.0,10851194.0,PG,True,"English, German",UK,"Oscar Wilde (play), Oliver Parker (screenplay)",60.0,6.9,Oliver Parker,6,September,2002-09-06,"Rupert Everett, Colin Firth, Frances O'Connor, Reese Witherspoon",Comedy,1 win & 1 nomination.,97 min,movie,"15,601",2002,15,8,8
2002,The Lord of the Rings: The Two Towers,94000000,342548984.0,927048984.0,2002FAIL,121746846,443662324.0,1200694576.0,PG-13,True,"English, Sindarin, Old English",USA,"J.R.R. Tolkien (novel), Fran Walsh (screenplay), Philippa Boyens (screenplay), Stephen Sinclair (screenplay), Peter Jackson (screenplay)",88.0,8.8,Peter Jackson,18,December,2002-12-18,"Bruce Allpress, Sean Astin, John Bach, Sala Baker",Action,Won 2 Oscars. Another 76 wins & 83 nominations.,179 min,movie,"7,55,913",2002,94,342,927
2002,The Powerpuff Girls,25000000,11411644.0,16425701.0,2002PASS,32379480,14780124.0,21274227.0,PG,True,English,USA,"Charlie Bean, Lauren Faust, Craig McCracken, Paul Rudish, Don Shank, Charlie Bean (story), Craig McCracken (story), Amy Keating Rogers (story), Paul Rudish (story), Don Shank (story), Lauren Faust (story), Craig McCracken (creator)",65.0,6.4,Craig McCracken,3,July,2002-07-03,"Cathy Cavadini, Tara Strong, Elizabeth Daily, Roger Jackson",Animation,,73 min,movie,"6,321",2002,25,11,16
2002,The Quiet American,20000000,12987647.0,26348203.0,2002FAIL,25903584,16821330.0,34125645.0,R,True,"English, French, Vietnamese",Germany,"Graham Greene (novel), Christopher Hampton (screenplay), Robert Schenkkan (screenplay)",84.0,7.2,Phillip Noyce,7,February,2003-02-07,"Michael Caine, Brendan Fraser, Do Thi Hai Yen, Rade Serbedzija",Drama,Nominated for 1 Oscar. Another 16 wins & 7 nominations.,101 min,movie,"21,344",2003,20,12,26
2002,The Ring,48000000,129094024.0,248218486.0,2002PASS,62168602,167199897.0,321487424.0,PG-13,True,English,USA,"Ehren Kruger (screenplay), Kôji Suzuki (novel)",57.0,7.1,Gore Verbinski,18,October,2002-10-18,"Naomi Watts, Martin Henderson, David Dorfman, Brian Cox",Horror,11 wins & 6 nominations.,115 min,movie,"1,85,445",2002,48,129,248
2002,The Rules of Attraction,4000000,6525762.0,11799060.0,2002FAIL,5180717,8452031.0,15281897.0,R,True,"English, German",USA,"Bret Easton Ellis (novel), Roger Avary (screenplay)",50.0,6.8,Roger Avary,11,October,2002-10-11,"James Van Der Beek, Shannyn Sossamon, Jessica Biel, Kip Pardue",Comedy,1 win & 1 nomination.,110 min,movie,"39,719",2002,4,6,11
2002,The Santa Clause 2,65000000,139225854.0,172825854.0,2002FAIL,84186649,180322432.0,223840454.0,G,True,English,USA,"Don Rhymer (screenplay), Cinco Paul (screenplay), Ken Daurio (screenplay), Ed Decter (screenplay), John J. Strauss (screenplay), Leo Benvenuti (characters), Steve Rudnick (characters), Leo Benvenuti (story), Steve Rudnick (story)",48.0,5.5,Michael Lembeck,1,November,2002-11-01,"Tim Allen, Elizabeth Mitchell, David Krumholtz, Eric Lloyd",Comedy,1 win & 3 nominations.,104 min,movie,"25,157",2002,65,139,172
2002,The Sweetest Thing,43000000,24430272.0,44633441.0,2002PASS,55692706,31641581.0,57808305.0,R,True,English,USA,Nancy Pimental,32.0,5.0,Roger Kumble,12,April,2002-04-12,"Lillian Adams, Herbert W. Ankrom, Bryan Anthony, Christina Applegate",Comedy,4 nominations.,88 min,movie,"39,013",2002,43,24,44
2002,The Transporter,21000000,25296447.0,43928932.0,2002FAIL,27198764,32763432.0,56895840.0,PG-13,True,"English, French, Mandarin",France,"Luc Besson, Robert Mark Kamen",51.0,6.8,Corey Yuen,11,October,2002-10-11,"Jason Statham, Qi Shu, Matt Schulze, François Berléand",Action,,92 min,movie,"1,79,541",2002,21,25,43
2002,The Tuxedo,60000000,50586000.0,104429625.0,2002FAIL,77710753,65517936.0,135255080.0,PG-13,True,"English, Cantonese",USA,"Phil Hay (story), Matt Manfredi (story), Michael J. Wilson (story), Michael J. Wilson (screenplay), Michael Leeson (screenplay)",30.0,5.2,Kevin Donovan,27,September,2002-09-27,"Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar",Action,2 wins & 1 nomination.,98 min,movie,"47,707",2002,60,50,104
2002,Treasure Planet,100000000,38120554.0,91800000.0,2002FAIL,129517922,49372949.0,118897452.0,PG,True,English,USA,"Robert Louis Stevenson (novel), Ron Clements (screenplay), John Musker (screenplay), Rob Edwards (screenplay), Ron Clements (animation story), John Musker (animation story), Ted Elliott (animation story), Terry Rossio (animation story)",60.0,7.0,"Ron Clements, John Musker",27,November,2002-11-27,"Roscoe Lee Browne, Corey Burton, Dane A. Davis, Joseph Gordon-Levitt",Animation,Nominated for 1 Oscar. Another 1 win & 10 nominations.,95 min,movie,"46,286",2002,100,38,91
2002,Tuck Everlasting,15000000,19161999.0,19344615.0,2002PASS,19427688,24818223.0,25054743.0,PG,True,"English, French",USA,"Natalie Babbitt (novel), Jeffrey Lieber (screenplay), James V. Hart (screenplay)",66.0,6.7,Jay Russell,11,October,2002-10-11,"Alexis Bledel, William Hurt, Sissy Spacek, Jonathan Jackson",Drama,1 win & 3 nominations.,90 min,movie,"14,590",2002,15,19,19
2002,Two Weeks Notice,60000000,93354918.0,199043309.0,2002PASS,77710753,120911349.0,257796757.0,PG-13,True,English,USA,Marc Lawrence,42.0,6.0,Marc Lawrence,20,December,2002-12-20,"Sandra Bullock, Hugh Grant, Alicia Witt, Dana Ivey",Comedy,1 win & 3 nominations.,101 min,movie,"67,731",2002,60,93,199
2002,We Were Soldiers,70000000,78120196.0,114658262.0,2002PASS,90662545,101179654.0,148502998.0,R,True,"English, Vietnamese, French",USA,"Harold G. Moore (book), Joseph L. Galloway (book), Randall Wallace (screenplay)",65.0,7.1,Randall Wallace,1,March,2002-03-01,"Mel Gibson, Madeleine Stowe, Greg Kinnear, Sam Elliott",Action,1 win & 5 nominations.,138 min,movie,"78,100",2002,70,78,114
2002,Whale Rider,4300000,20779666.0,39892476.0,2002PASS,5569271,26913392.0,51667906.0,PG-13,True,"English, Maori",New Zealand,"Niki Caro, Witi Ihimaera (book)",79.0,7.7,Niki Caro,4,July,2003-07-04,"Keisha Castle-Hughes, Rawiri Paratene, Vicky Haughton, Cliff Curtis",Drama,Nominated for 1 Oscar. Another 29 wins & 28 nominations.,101 min,movie,"30,553",2003,4,20,39
2002,White Oleander,16000000,16357770.0,21657770.0,2002PASS,20722867,21186244.0,28050694.0,PG-13,True,"English, Russian",USA,"Janet Fitch (novel), Mary Agnes Donoghue (screenplay)",61.0,7.2,Peter Kosminsky,11,October,2002-10-11,"Amy Aquino, John Billingsley, Elisa Bocanegra, Darlene Bohorquez",Drama,3 wins & 6 nominations.,109 min,movie,"21,919",2002,16,16,21
2002,xXx,70000000,141930000.0,267200000.0,2002FAIL,90662545,183824786.0,346071886.0,PG-13,True,"English, German, Spanish, Russian, Czech",USA,Rich Wilkes,48.0,5.8,Rob Cohen,9,August,2002-08-09,"Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson",Action,4 wins & 12 nominations.,124 min,movie,"1,16,673",2002,70,141,267
2001,A Beautiful Mind,78000000,170708996.0,317668058.0,2001FAIL,102635985,224626742.0,418002230.0,PG-13,True,English,USA,"Akiva Goldsman, Sylvia Nasar (book)",72.0,8.2,Ron Howard,4,January,2002-01-04,"Russell Crowe, Ed Harris, Jennifer Connelly, Christopher Plummer",Biography,Won 4 Oscars. Another 28 wins & 51 nominations.,135 min,movie,"3,88,837",2002,78,170,317
2001,American Outlaws,35000000,13264986.0,13264986.0,2001FAIL,46054609,17454678.0,17454678.0,PG-13,True,English,USA,"Roderick Taylor (story), Roderick Taylor (screenplay), John Rogers (screenplay)",25.0,5.9,Les Mayfield,17,August,2001-08-17,"Colin Farrell, Scott Caan, Ali Larter, Gabriel Macht",Action,7 nominations.,94 min,movie,"10,859",2001,35,13,13
2001,Antitrust,30000000,10965209.0,17865209.0,2001FAIL,39475379,14428526.0,23507863.0,PG-13,True,English,USA,Howard Franklin,31.0,6.1,Peter Howitt,12,January,2001-01-12,"Ryan Phillippe, Rachael Leigh Cook, Claire Forlani, Tim Robbins",Crime,2 wins & 3 nominations.,109 min,movie,"23,213",2001,30,10,17
2001,Atlantis: The Lost Empire,90000000,84052762.0,186049020.0,2001FAIL,118426136,110600487.0,244811851.0,PG,True,"English, French, Spanish",USA,"Tab Murphy (screenplay), Kirk Wise (story), Gary Trousdale (story), Joss Whedon (story), Bryce Zabel (story), Jackie Zabel (story), Tab Murphy (story), David Reynolds (additional screenplay material)",52.0,6.7,"Gary Trousdale, Kirk Wise",15,June,2001-06-15,"Michael J. Fox, Corey Burton, James Garner, Claudia Christian",Animation,1 win & 12 nominations.,95 min,movie,"49,577",2001,90,84,186
2001,Black Hawk Down,95000000,108638745.0,159691085.0,2001FAIL,125005366,142951853.0,210128869.0,R,True,"English, Somali",USA,"Mark Bowden (book), Ken Nolan (screenplay)",74.0,7.7,Ridley Scott,18,January,2002-01-18,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana",Drama,Won 2 Oscars. Another 8 wins & 28 nominations.,144 min,movie,"2,25,412",2002,95,108,159
2001,Blow,30000000,52990775.0,83282296.0,2001FAIL,39475379,69727697.0,109586673.0,R,True,English,USA,"Bruce Porter (book), David McKenna (screenplay), Nick Cassavetes (screenplay)",52.0,7.6,Ted Demme,6,April,2001-04-06,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths",Biography,1 win & 5 nominations.,124 min,movie,"1,56,054",2001,30,52,83
2001,Donnie Darko,4500000,1270522.0,7696529.0,2001FAIL,5921307,1671811.0,10127447.0,R,True,English,USA,Richard Kelly,71.0,8.1,Richard Kelly,30,January,2002-01-30,"Jake Gyllenhaal, Holmes Osborne, Maggie Gyllenhaal, Daveigh Chase",Drama,11 wins & 12 nominations.,113 min,movie,"4,30,219",2002,4,1,7
2001,Dr. Dolittle 2,72000000,112950721.0,176101721.0,2001PASS,94740909,148625750.0,231722738.0,PG,True,English,USA,"Hugh Lofting (Doctor Dolittle stories), Larry Levin",49.0,4.6,Steve Carr,22,June,2001-06-22,"Eddie Murphy, Kristen Wilson, Raven-Symoné, Kyla Pratt",Comedy,2 wins & 6 nominations.,87 min,movie,"27,781",2001,72,112,176
2001,Evolution,80000000,38311134.0,98341932.0,2001PASS,105267677,50411551.0,129402834.0,PG-13,True,English,USA,"Don Jakoby (story), David Diamond (screenplay), David Weissman (screenplay), Don Jakoby (screenplay)",40.0,6.0,Ivan Reitman,8,June,2001-06-08,"David Duchovny, Julianne Moore, Orlando Jones, Seann William Scott",Comedy,,101 min,movie,"85,396",2001,80,38,98
2001,From Hell,35000000,31598308.0,68712365.0,2001FAIL,46054609,41578506.0,90414888.0,R,True,English,USA,"Alan Moore (graphic novel), Eddie Campbell (graphic novel), Terry Hayes (screenplay), Rafael Yglesias (screenplay)",54.0,6.9,"Albert Hughes, Allen Hughes",19,October,2001-10-19,"Johnny Depp, Heather Graham, Ian Holm, Robbie Coltrane",Horror,8 nominations.,122 min,movie,"1,01,473",2001,35,31,68
2001,Ghost World,5500000,6217849.0,8761608.0,2001PASS,7237153,8181731.0,11528926.0,R,True,English,USA,"Daniel Clowes (comic book), Daniel Clowes, Terry Zwigoff",88.0,7.5,Terry Zwigoff,18,October,2001-10-18,"Thora Birch, Scarlett Johansson, Steve Buscemi, Brad Renfro",Comedy,Nominated for 1 Oscar. Another 35 wins & 31 nominations.,111 min,movie,"79,643",2001,5,6,8
2001,Gosford Park,18000000,41300105.0,41300105.0,2001PASS,23685227,54344576.0,54344576.0,R,True,English,UK,"Robert Altman (idea), Julian Fellowes, Bob Balaban (idea)",90.0,7.3,Robert Altman,4,January,2002-01-04,"Maggie Smith, Michael Gambon, Kristin Scott Thomas, Camilla Rutherford",Drama,Won 1 Oscar. Another 34 wins & 51 nominations.,137 min,movie,"56,560",2002,18,41,41
2001,Hannibal,87000000,165092266.0,350100280.0,2001PASS,114478598,217235991.0,460678038.0,R,True,"English, Italian, Japanese",UK,"Thomas Harris (novel), David Mamet (screenplay), Steven Zaillian (screenplay)",57.0,6.7,Ridley Scott,9,February,2001-02-09,"Anthony Hopkins, Julianne Moore, Gary Oldman, Ray Liotta",Crime,5 wins & 14 nominations.,131 min,movie,"1,68,124",2001,87,165,350
2001,Hedwig and the Angry Inch,6000000,3067312.0,3643900.0,2001PASS,7895076,4036110.0,4794811.0,R,True,"English, German",USA,"John Cameron Mitchell (book), Stephen Trask (book), John Cameron Mitchell (screenplay)",85.0,7.8,John Cameron Mitchell,27,July,2001-07-27,"John Cameron Mitchell, Miriam Shor, Stephen Trask, Theodore Liscinski",Comedy,Nominated for 1 Golden Globe. Another 28 wins & 28 nominations.,95 min,movie,"22,698",2001,6,3,3
2001,High Heels and Low Lifes,10000000,226792.0,226792.0,2001PASS,13158460,298423.0,298423.0,R,True,English,UK,"Kim Fuller (story), Georgia Pritchett (story), Kim Fuller (screenplay)",39.0,6.2,Mel Smith,20,July,2001-07-20,"Minnie Driver, Mary McCormack, Kevin McNally, Mark Williams",Action,1 nomination.,86 min,movie,"2,883",2001,10,0,0
2001,Impostor,40000000,6114237.0,6114237.0,2001FAIL,52633838,8045394.0,8045394.0,R,True,English,USA,"Philip K. Dick (short story ""The Impostor""), Scott Rosenberg (adaptation), Caroline Case (screenplay), Ehren Kruger (screenplay), David Twohy (screenplay)",33.0,6.2,Gary Fleder,4,January,2002-01-04,"Gary Sinise, Madeleine Stowe, Vincent D'Onofrio, Tony Shalhoub",Sci-Fi,1 nomination.,95 min,movie,"17,469",2002,40,6,6
2001,Jason X,14000000,13121555.0,16951798.0,2001PASS,18421843,17265945.0,22305955.0,R,True,English,USA,"Victor Miller (characters), Todd Farmer",25.0,4.3,James Isaac,26,April,2002-04-26,"Kane Hodder, Jeff Geddis, Lexa Doig, David Cronenberg",Horror,1 nomination.,91 min,movie,"31,651",2002,14,13,16
2001,Jay and Silent Bob Strike Back,22000000,30059386.0,33762400.0,2001PASS,28948611,39553522.0,44426118.0,R,True,English,USA,"Kevin Smith (characters), Kevin Smith",51.0,6.9,Kevin Smith,24,August,2001-08-24,"Jason Mewes, Kevin Smith, Ben Affleck, Jeff Anderson",Comedy,1 nomination.,104 min,movie,"1,09,093",2001,22,30,33
2001,Jeepers Creepers,10000000,37904175.0,58939035.0,2001PASS,13158460,49876055.0,77554691.0,R,True,English,Germany,Victor Salva,49.0,6.0,Victor Salva,31,August,2001-08-31,"Gina Philips, Justin Long, Jonathan Breck, Patricia Belcher",Horror,1 win & 4 nominations.,90 min,movie,"66,111",2001,10,37,58
2001,Josie and the Pussycats,22000000,14252830.0,14252830.0,2001PASS,28948611,18754529.0,18754529.0,PG-13,True,English,Canada,"Deborah Kaplan, Harry Elfont, Richard Goldwater (characters), Dan DeCarlo (characters), John L. Goldwater (characters)",47.0,5.3,"Harry Elfont, Deborah Kaplan",11,April,2001-04-11,"Rachael Leigh Cook, Rosario Dawson, Tara Reid, Gabriel Mann",Comedy,5 nominations.,98 min,movie,"16,688",2001,22,14,14
2001,Kiss of the Dragon,25000000,36833473.0,36833473.0,2001FAIL,32896149,48467177.0,48467177.0,R,True,"English, French, Mandarin",France,"Jet Li (story), Luc Besson (screenplay), Robert Mark Kamen (screenplay)",58.0,6.6,Chris Nahon,6,July,2001-07-06,"Jet Li, Bridget Fonda, Tchéky Karyo, Max Ryan",Action,,98 min,movie,"45,872",2001,25,36,36
2001,Kissing Jessica Stein,1500000,7025722.0,8831884.0,2001PASS,1973769,9244768.0,11621399.0,R,True,English,USA,"Heather Juergensen, Jennifer Westfeldt",72.0,6.7,Charles Herman-Wurmfeld,21,June,2002-06-21,"Jennifer Westfeldt, Tovah Feldshuh, Esther Wurmfeld, Hillel Friedman",Comedy,8 wins & 3 nominations.,97 min,movie,"12,237",2002,1,7,8
2001,L.I.E.,700000,1140965.0,1140965.0,2001FAIL,921092,1501334.0,1501334.0,NC-17,True,English,USA,"Stephen M. Ryder, Michael Cuesta, Gerald Cuesta",73.0,7.3,Michael Cuesta,29,November,2002-11-29,"Paul Dano, Bruce Altman, Billy Kay, James Costa",Crime,22 wins & 16 nominations.,97 min,movie,"7,546",2002,0,1,1
